,日期,单品名称,批发价格(元/千克)_否,销售单价(元/千克)_否,销量(千克)_否,损耗率(%)_否
43219,2023-04-06,七彩椒(2),17.42,28.8,1.25,9.43
43220,2023-04-06,上海青,4.03,6.0,3.323,14.43
43221,2023-04-06,云南油麦菜(份),2.55,4.5,11.0,9.43
43222,2023-04-06,云南生菜(份),2.85,4.9,27.0,9.43
43223,2023-04-06,净藕(1),2.64,4.8,2.94,5.54
43224,2023-04-06,双孢菇(盒),3.4500000000000006,5.900000000000001,6.0,0.2
43226,2023-04-06,圆茄子(2),5.1,10.0,0.361,6.71
43228,2023-04-06,姜蒜小米椒组合装(小份),2.46,4.5,2.0,9.43
43229,2023-04-06,娃娃菜,4.05,6.0,13.0,2.48
43230,2023-04-06,小皱皮(份),1.98,3.5,20.0,9.43
43231,2023-04-06,小米椒(份),3.24,4.5,16.0,9.43
43232,2023-04-06,小青菜(1),1.83,4.0,7.299,10.33
43234,2023-04-06,枝江青梗散花,9.5,14.0,9.989,9.43
43236,2023-04-06,白玉菇(袋),0.0,0.0,0.0,0.0
43237,2023-04-06,竹叶菜,4.929999999999999,8.0,6.61,13.62
43238,2023-04-06,紫茄子(2),5.14,8.0,10.83,6.07
43239,2023-04-06,红椒(2),13.13,19.0,2.485,9.43
43241,2023-04-06,芜湖青椒(1),5.11,6.6,23.234,5.7
43242,2023-04-06,苋菜,2.18,4.0,1.516,18.52
43244,2023-04-06,菠菜(份),2.26,4.0,5.0,9.43
43246,2023-04-06,虫草花(份),3.47,5.9,4.0,9.43
43247,2023-04-06,螺丝椒(份),4.12,7.5,19.0,9.43
43248,2023-04-06,蟹味菇与白玉菇双拼(盒),5.05,8.9,5.0,0.8400000000000001
43249,2023-04-06,西兰花,7.74,11.0,11.964,9.26
43250,2023-04-06,西峡花菇(1),14.4,21.6,7.187,10.8
43252,2023-04-06,金针菇(盒),2.09,3.0,16.0,0.45
43254,2023-04-06,青红杭椒组合装(份),3.16,4.9,2.0,9.43
43255,2023-04-06,青线椒(份),2.36,3.8,1.0,9.43
43256,2023-04-06,青茄子(1),8.43,12.0,1.196,5.01
43257,2023-04-06,高瓜(1),13.75,25.8,3.634,29.25
43259,2023-04-07,七彩椒(2),17.5,28.8,1.274,9.43
43260,2023-04-07,上海青,4.03,6.0,3.339,14.43
43261,2023-04-07,云南油麦菜(份),2.54,4.5,7.0,9.429999999999998
43262,2023-04-07,云南生菜(份),2.76,4.9,19.0,9.43
43263,2023-04-07,净藕(1),2.64,4.8,4.62,5.54
43264,2023-04-07,双孢菇(盒),3.47,5.9,13.0,0.2
43267,2023-04-07,姜蒜小米椒组合装(小份),2.46,4.5,5.0,9.43
43268,2023-04-07,娃娃菜,4.07,6.0,6.0,2.48
43269,2023-04-07,小皱皮(份),1.98,3.5,8.0,9.43
43270,2023-04-07,小米椒(份),3.27,4.5,11.0,9.43
43271,2023-04-07,小青菜(1),1.8,4.0,6.944,10.33
43273,2023-04-07,枝江青梗散花,8.28,14.0,8.803,9.43
43276,2023-04-07,白玉菇(袋),4.14,8.8,3.0,6.57
43277,2023-04-07,竹叶菜,4.93,6.0,5.856,13.62
43278,2023-04-07,紫茄子(2),5.13,8.0,9.11,6.07
43279,2023-04-07,红椒(2),13.12,19.0,1.034,9.43
43281,2023-04-07,芜湖青椒(1),5.11,6.6,28.583,5.7
43282,2023-04-07,苋菜,2.18,4.0,3.764,18.52
43284,2023-04-07,菠菜(份),2.26,4.0,9.0,9.43
43286,2023-04-07,虫草花(份),3.47,5.9,5.0,9.43
43287,2023-04-07,螺丝椒(份),4.09,7.5,10.0,9.43
43288,2023-04-07,蟹味菇与白玉菇双拼(盒),0.0,0.0,0.0,0.0
43289,2023-04-07,西兰花,7.77,11.0,19.893,9.26
43290,2023-04-07,西峡花菇(1),14.400000000000002,21.6,8.759,10.8
43292,2023-04-07,金针菇(盒),2.11,3.0,26.0,0.45
43294,2023-04-07,青红杭椒组合装(份),3.15,4.9,4.0,9.43
43295,2023-04-07,青线椒(份),2.36,3.8,5.0,9.43
43296,2023-04-07,青茄子(1),8.11,12.0,0.636,5.01
43298,2023-04-07,高瓜(1),13.85,25.8,3.052,29.25
43300,2023-04-08,七彩椒(2),17.53,28.8,0.893,9.43
43301,2023-04-08,上海青,4.06,6.0,7.03,14.43
43302,2023-04-08,云南油麦菜(份),2.83,4.5,10.0,9.43
43303,2023-04-08,云南生菜(份),2.67,4.9,40.0,9.43
43304,2023-04-08,净藕(1),2.64,4.8,11.551,5.54
43305,2023-04-08,双孢菇(盒),3.52,5.9,16.0,0.2
43307,2023-04-08,圆茄子(2),5.13,10.0,1.446,6.71
43309,2023-04-08,姜蒜小米椒组合装(小份),2.5,4.5,10.0,9.43
43310,2023-04-08,娃娃菜,4.08,6.0,7.0,2.48
43311,2023-04-08,小皱皮(份),1.97,3.5,7.0,9.429999999999998
43312,2023-04-08,小米椒(份),3.23,4.5,26.0,9.43
43313,2023-04-08,小青菜(1),1.89,4.0,8.459,10.33
43314,2023-04-08,木耳菜,8.78,12.0,1.471,7.61
43316,2023-04-08,枝江青梗散花,7.96,14.0,6.398,9.43
43319,2023-04-08,白玉菇(袋),4.17,8.8,6.0,6.57
43320,2023-04-08,竹叶菜,4.929999999999999,6.0,5.52,13.62
43321,2023-04-08,紫茄子(2),5.25,8.0,17.039,6.07
43322,2023-04-08,红椒(2),13.23,19.0,3.34,9.43
43324,2023-04-08,芜湖青椒(1),5.13,6.6000000000000005,31.05,5.7
43325,2023-04-08,苋菜,2.17,4.0,9.925,18.52
43327,2023-04-08,菠菜(份),2.47,4.0,10.0,9.43
43330,2023-04-08,虫草花(份),3.2900000000000005,5.900000000000001,3.0,9.43
43331,2023-04-08,螺丝椒(份),4.13,7.5,21.0,9.43
43332,2023-04-08,蟹味菇与白玉菇双拼(盒),5.05,8.9,1.0,0.84
43333,2023-04-08,西兰花,7.8,11.0,25.847,9.26
43334,2023-04-08,西峡花菇(1),14.4,21.6,14.287,10.8
43336,2023-04-08,金针菇(盒),2.14,3.0,40.0,0.45
43337,2023-04-08,青红杭椒组合装(份),4.1,4.9,5.0,9.43
43338,2023-04-08,青线椒(份),2.7,3.8,10.0,9.43
43339,2023-04-08,青茄子(1),8.12,12.0,1.33,5.01
43341,2023-04-08,高瓜(1),13.92,25.8,3.391,29.25
43343,2023-04-09,七彩椒(2),17.61,28.8,1.622,9.43
43344,2023-04-09,上海青,4.11,6.0,3.793,14.43
43345,2023-04-09,云南油麦菜(份),2.53,4.5,10.0,9.43
43346,2023-04-09,云南生菜(份),2.72,3.9,35.0,9.43
43347,2023-04-09,净藕(1),2.63,4.8,8.907,5.54
43348,2023-04-09,双孢菇(盒),3.49,5.9,8.0,0.2
43351,2023-04-09,姜蒜小米椒组合装(小份),2.52,4.5,6.0,9.43
43352,2023-04-09,娃娃菜,4.13,6.0,16.0,2.48
43353,2023-04-09,小皱皮(份),1.96,3.5,12.0,9.43
43354,2023-04-09,小米椒(份),3.18,4.5,21.0,9.43
43355,2023-04-09,小青菜(1),2.0,4.0,13.764,10.33
43356,2023-04-09,木耳菜,8.78,12.0,0.41,7.61
43358,2023-04-09,枝江青梗散花,7.6,11.0,10.54,9.43
43361,2023-04-09,白玉菇(袋),4.19,6.8,3.0,6.57
43362,2023-04-09,竹叶菜,5.56,6.0,8.039,13.62
43363,2023-04-09,紫茄子(2),5.62,8.0,11.432,6.07
43364,2023-04-09,红椒(2),13.69,19.0,3.313,9.43
43365,2023-04-09,芜湖青椒(1),5.17,7.2,25.138,5.7
43366,2023-04-09,苋菜,2.17,4.0,7.07,18.52
43368,2023-04-09,菠菜(份),2.32,4.0,17.0,9.43
43370,2023-04-09,螺丝椒,9.0,12.0,8.747,10.18
43371,2023-04-09,螺丝椒(份),3.87,7.5,13.0,9.43
43372,2023-04-09,蟹味菇与白玉菇双拼(盒),5.0,8.9,6.0,0.84
43373,2023-04-09,西兰花,7.8,11.0,16.856,9.26
43374,2023-04-09,西峡花菇(1),14.4,21.6,8.661999999999999,10.8
43376,2023-04-09,金针菇(盒),2.17,3.0,28.0,0.45
43377,2023-04-09,青红杭椒组合装(份),4.1,4.9,5.0,9.43
43378,2023-04-09,青线椒(份),2.76,4.6,7.0,9.429999999999998
43379,2023-04-09,青茄子(1),8.12,12.0,4.414,5.01
43380,2023-04-09,高瓜(1),13.84,25.8,5.254,29.25
43382,2023-04-10,七彩椒(2),17.6,28.8,0.892,9.43
43383,2023-04-10,上海青,4.11,6.0,2.635,14.43
43384,2023-04-10,云南油麦菜(份),2.26,4.5,11.0,9.43
43385,2023-04-10,云南生菜(份),2.72,3.9,29.0,9.43
43386,2023-04-10,净藕(1),2.6,4.8,8.969,5.54
43387,2023-04-10,双孢菇(盒),3.4900000000000007,5.9,5.0,0.2
43390,2023-04-10,姜蒜小米椒组合装(小份),2.52,4.5,1.0,9.43
43391,2023-04-10,娃娃菜,4.14,6.0,12.0,2.48
43392,2023-04-10,小皱皮(份),1.98,3.5,4.0,9.43
43393,2023-04-10,小米椒(份),3.18,4.5,13.0,9.43
43394,2023-04-10,小青菜(1),2.0,4.0,7.601,10.33
43396,2023-04-10,枝江青梗散花,7.169999999999999,11.0,5.649,9.43
43399,2023-04-10,竹叶菜,5.54,6.0,3.692,13.62
43400,2023-04-10,紫茄子(2),5.8,8.0,9.298,6.07
43401,2023-04-10,红椒(2),13.69,19.0,1.915,9.43
43402,2023-04-10,芜湖青椒(1),5.17,7.2,17.637,5.7
43403,2023-04-10,苋菜,2.17,4.0,2.021,18.52
43405,2023-04-10,菠菜(份),2.27,4.0,4.0,9.43
43406,2023-04-10,虫草花(份),3.29,5.9,1.0,9.43
43407,2023-04-10,螺丝椒,8.43,12.0,3.344,10.18
43408,2023-04-10,螺丝椒(份),3.78,7.5,6.0,9.43
43409,2023-04-10,蟹味菇与白玉菇双拼(盒),5.08,8.9,1.0,0.84
43410,2023-04-10,西兰花,7.8,10.0,11.931,9.26
43411,2023-04-10,西峡花菇(1),14.4,21.6,6.824,10.8
43413,2023-04-10,金针菇(盒),2.16,3.0,9.0,0.4499999999999999
43414,2023-04-10,青红杭椒组合装(份),4.11,4.9,2.0,9.43
43415,2023-04-10,青线椒(份),0.0,0.0,0.0,0.0
43416,2023-04-10,青茄子(1),7.510000000000001,12.0,3.52,5.01
43417,2023-04-10,高瓜(1),13.6,25.8,3.59,29.25
43419,2023-04-11,七彩椒(2),17.61,28.8,1.612,9.43
43420,2023-04-11,上海青,4.11,6.0,5.825,14.429999999999998
43421,2023-04-11,云南油麦菜(份),2.42,4.5,11.0,9.43
43422,2023-04-11,云南生菜(份),2.7,3.9,25.0,9.43
43423,2023-04-11,净藕(1),2.65,4.8,2.983,5.54
43424,2023-04-11,双孢菇(盒),3.4900000000000007,5.9,5.0,0.2
43425,2023-04-11,圆茄子(2),5.11,8.0,1.847,6.71
43427,2023-04-11,姜蒜小米椒组合装(小份),2.53,4.5,1.0,9.43
43428,2023-04-11,娃娃菜,4.14,6.0,11.0,2.48
43429,2023-04-11,小皱皮(份),2.08,3.5,9.0,9.43
43430,2023-04-11,小米椒(份),3.2299999999999995,4.5,20.0,9.43
43431,2023-04-11,小青菜(1),1.9,4.0,5.758,10.33
43432,2023-04-11,木耳菜,0.0,0.0,0.0,0.0
43434,2023-04-11,枝江青梗散花,7.11,11.0,3.87,9.43
43437,2023-04-11,白玉菇(袋),4.18,6.8,2.0,6.57
43438,2023-04-11,竹叶菜,5.37,6.0,1.896,13.62
43439,2023-04-11,紫茄子(2),5.8,8.0,10.366,6.07
43440,2023-04-11,红椒(2),13.69,19.0,2.975,9.429999999999998
43442,2023-04-11,红薯尖,10.67,18.0,0.5680000000000001,8.42
43443,2023-04-11,芜湖青椒(1),5.17,7.2,12.373,5.7
43444,2023-04-11,苋菜,2.17,4.0,2.424,18.52
43446,2023-04-11,菠菜(份),2.38,4.0,6.0,9.43
43448,2023-04-11,虫草花(份),3.5,5.9,4.0,9.43
43449,2023-04-11,螺丝椒,8.4,12.0,5.369,10.179999999999998
43450,2023-04-11,螺丝椒(份),3.71,7.5,7.0,9.429999999999998
43451,2023-04-11,西兰花,7.799999999999999,10.0,9.793,9.26
43452,2023-04-11,西峡花菇(1),14.4,21.6,6.877,10.8
43454,2023-04-11,金针菇(盒),2.12,3.0,28.0,0.45
43455,2023-04-11,青红杭椒组合装(份),4.13,4.9,3.0,9.43
43456,2023-04-11,青线椒(份),2.7,4.6,4.0,9.43
43457,2023-04-11,青茄子(1),7.45,12.0,1.153,5.01
43458,2023-04-11,高瓜(1),13.3,25.8,0.641,29.25
43460,2023-04-12,七彩椒(2),16.5,28.8,0.7989999999999999,9.43
43461,2023-04-12,上海青,4.11,6.0,5.336,14.43
43462,2023-04-12,云南油麦菜(份),2.56,4.5,6.0,9.43
43463,2023-04-12,云南生菜(份),2.73,3.9,20.0,9.43
43464,2023-04-12,净藕(1),2.65,4.8,8.128,5.54
43465,2023-04-12,双孢菇(盒),3.48,5.900000000000001,6.0,0.2
43467,2023-04-12,圆茄子(2),4.98,8.0,0.8540000000000001,6.71
43469,2023-04-12,姜蒜小米椒组合装(小份),2.4,4.5,5.0,9.43
43470,2023-04-12,娃娃菜,4.13,6.0,12.0,2.48
43471,2023-04-12,小皱皮(份),1.72,3.5,12.0,9.43
43472,2023-04-12,小米椒(份),3.38,4.5,10.0,9.43
43473,2023-04-12,小青菜(1),1.8,4.0,5.632,10.33
43475,2023-04-12,枝江青梗散花,6.599999999999999,11.0,3.284,9.43
43478,2023-04-12,白玉菇(袋),4.18,6.8,1.0,6.57
43479,2023-04-12,竹叶菜,5.37,6.0,6.092,13.62
43480,2023-04-12,紫茄子(2),5.59,8.0,6.305,6.069999999999999
43481,2023-04-12,红椒(2),13.54,19.0,2.553,9.43
43483,2023-04-12,芜湖青椒(1),5.17,7.2,18.478,5.7
43484,2023-04-12,苋菜,2.17,4.0,6.011,18.52
43486,2023-04-12,菠菜(份),2.34,4.0,13.0,9.43
43488,2023-04-12,虫草花(份),0.0,0.0,0.0,0.0
43489,2023-04-12,螺丝椒,8.4,12.0,1.94,10.18
43490,2023-04-12,螺丝椒(份),3.6000000000000005,7.5,13.0,9.43
43491,2023-04-12,蟹味菇与白玉菇双拼(盒),5.11,8.9,1.0,0.84
43492,2023-04-12,西兰花,7.8,10.0,13.105,9.26
43493,2023-04-12,西峡花菇(1),14.56,21.6,5.7700000000000005,10.8
43495,2023-04-12,金针菇(盒),2.03,3.0,16.0,0.45
43496,2023-04-12,青红杭椒组合装(份),4.13,4.9,3.0,9.43
43497,2023-04-12,青线椒(份),2.7,4.6,1.0,9.43
43498,2023-04-12,青茄子(1),7.459999999999999,12.0,1.839,5.01
43499,2023-04-12,高瓜(1),13.29,25.8,2.787,29.25
43501,2023-04-13,七彩椒(2),15.69,28.8,0.743,9.43
43502,2023-04-13,上海青,4.08,6.0,4.0600000000000005,14.429999999999998
43503,2023-04-13,云南油麦菜(份),2.46,4.5,8.0,9.43
43504,2023-04-13,云南生菜(份),2.74,3.9,20.0,9.43
43505,2023-04-13,净藕(1),2.65,4.8,8.927000000000001,5.54
43506,2023-04-13,双孢菇(盒),3.5,5.9,2.0,0.2
43508,2023-04-13,圆茄子(2),5.08,8.0,1.444,6.71
43509,2023-04-13,姜蒜小米椒组合装(小份),2.56,4.5,4.0,9.43
43510,2023-04-13,娃娃菜,4.1,6.0,6.0,2.48
43511,2023-04-13,小皱皮(份),1.46,3.5,6.0,9.43
43512,2023-04-13,小米椒(份),3.07,4.5,21.0,9.43
43513,2023-04-13,小青菜(1),1.88,4.0,5.859,10.33
43515,2023-04-13,枝江青梗散花,6.33,11.0,4.297,9.43
43518,2023-04-13,白玉菇(袋),4.17,6.8,1.0,6.57
43519,2023-04-13,竹叶菜,5.26,6.0,6.09,13.62
43520,2023-04-13,紫茄子(2),5.37,8.6,6.241,6.070000000000001
43522,2023-04-13,红椒(2),13.49,19.0,1.757,9.43
43523,2023-04-13,红薯尖,10.67,18.0,1.213,8.42
43524,2023-04-13,芜湖青椒(1),5.17,9.2,12.36,5.7
43525,2023-04-13,苋菜,2.62,4.0,7.123,18.52
43527,2023-04-13,菠菜(份),2.35,4.0,12.0,9.43
43529,2023-04-13,虫草花(份),3.5,5.9,1.0,9.43
43530,2023-04-13,螺丝椒,8.45,13.2,5.449,10.18
43531,2023-04-13,螺丝椒(份),3.62,7.5,11.0,9.43
43532,2023-04-13,蟹味菇与白玉菇双拼(盒),5.11,8.9,1.0,0.84
43533,2023-04-13,西兰花,7.799999999999999,10.0,12.486,9.26
43534,2023-04-13,西峡花菇(1),14.6,21.6,7.841,10.8
43536,2023-04-13,金针菇(盒),1.97,3.0,12.0,0.45
43538,2023-04-13,青红杭椒组合装(份),3.91,4.9,1.0,9.43
43539,2023-04-13,青线椒(份),2.86,4.6,3.0,9.43
43540,2023-04-13,青茄子(1),7.28,12.0,1.513,5.01
43541,2023-04-13,高瓜(1),13.3,25.8,2.297,29.25
43544,2023-04-14,七彩椒(2),14.07,28.8,1.844,9.43
43545,2023-04-14,上海青,4.03,6.0,4.33,14.43
43546,2023-04-14,云南油麦菜(份),2.34,4.5,10.0,9.43
43547,2023-04-14,云南生菜(份),2.63,3.9,18.0,9.43
43548,2023-04-14,净藕(1),2.66,4.8,8.214,5.54
43549,2023-04-14,双孢菇(盒),3.51,5.9,7.0,0.2
43550,2023-04-14,圆茄子(2),3.81,8.0,0.917,6.71
43552,2023-04-14,姜蒜小米椒组合装(小份),2.61,4.5,6.0,9.43
43553,2023-04-14,娃娃菜,4.1,6.0,7.0,2.48
43554,2023-04-14,小皱皮(份),1.42,3.5,7.0,9.429999999999998
43555,2023-04-14,小米椒(份),3.04,4.5,17.0,9.43
43556,2023-04-14,小青菜(1),2.0,4.0,7.4,10.33
43558,2023-04-14,枝江青梗散花,6.03,11.0,1.113,9.43
43561,2023-04-14,竹叶菜,4.69,6.0,10.421,13.62
43562,2023-04-14,紫茄子(2),5.43,8.6,15.936,6.07
43563,2023-04-14,红椒(2),13.83,19.0,1.376,9.43
43564,2023-04-14,芜湖青椒(1),6.14,9.2,18.546,5.7
43565,2023-04-14,菠菜(份),2.67,4.0,5.0,9.43
43567,2023-04-14,虫草花(份),3.51,5.9,1.0,9.43
43568,2023-04-14,螺丝椒,7.74,13.2,4.885,10.18
43569,2023-04-14,螺丝椒(份),3.74,7.5,9.0,9.43
43570,2023-04-14,蟹味菇与白玉菇双拼(盒),5.12,8.9,2.0,0.84
43571,2023-04-14,西兰花,7.8,12.0,14.231,9.26
43572,2023-04-14,西峡花菇(1),14.6,21.6,6.748,10.8
43574,2023-04-14,金针菇(盒),1.94,3.0,26.0,0.45
43575,2023-04-14,青红杭椒组合装(份),3.86,4.9,1.0,9.43
43576,2023-04-14,青线椒(份),0.0,0.0,0.0,0.0
43577,2023-04-14,青茄子(1),7.02,12.0,1.38,5.01
43578,2023-04-14,高瓜(1),13.34,25.8,3.689,29.25
43580,2023-04-15,七彩椒(2),11.839999999999998,28.8,1.209,9.43
43581,2023-04-15,上海青,3.68,4.6,3.157,14.429999999999998
43582,2023-04-15,云南油麦菜(份),2.4,4.5,24.0,9.43
43583,2023-04-15,云南生菜(份),2.7000000000000006,3.9,48.0,9.43
43584,2023-04-15,净藕(1),2.63,4.8,14.516,5.54
43585,2023-04-15,双孢菇(盒),3.47,5.900000000000001,12.0,0.2
43587,2023-04-15,圆茄子(2),3.6,8.0,1.395,6.71
43589,2023-04-15,姜蒜小米椒组合装(小份),2.62,4.5,4.0,9.43
43590,2023-04-15,娃娃菜,4.11,4.8,19.0,2.48
43591,2023-04-15,小皱皮(份),1.5200000000000002,3.5,12.0,9.43
43592,2023-04-15,小米椒(份),3.13,4.5,35.0,9.43
43593,2023-04-15,小青菜(1),2.0,3.2,11.11,10.33
43595,2023-04-15,枝江青梗散花,6.23,8.0,5.565,9.43
43598,2023-04-15,白玉菇(袋),4.16,6.8,3.0,6.57
43599,2023-04-15,竹叶菜,4.58,5.4,7.725,13.62
43600,2023-04-15,紫茄子(2),5.92,8.6,12.185,6.069999999999999
43601,2023-04-15,红椒(2),14.16,19.0,1.862,9.43
43602,2023-04-15,芜湖青椒(1),6.0,9.2,27.914,5.7
43603,2023-04-15,苋菜,2.15,4.6,10.528,18.52
43604,2023-04-15,菠菜(份),2.2,4.0,22.0,9.43
43606,2023-04-15,虫草花(份),3.58,5.900000000000001,6.0,9.43
43607,2023-04-15,螺丝椒(份),3.86,7.5,25.0,9.43
43608,2023-04-15,蟹味菇与白玉菇双拼(盒),4.98,8.9,1.0,0.84
43609,2023-04-15,西兰花,7.8,12.0,15.287,9.26
43610,2023-04-15,西峡花菇(1),14.6,21.6,10.972,10.8
43612,2023-04-15,金针菇(盒),1.94,3.0,33.0,0.45
43614,2023-04-15,青红杭椒组合装(份),4.28,4.9,10.0,9.43
43615,2023-04-15,青线椒(份),2.34,4.6,7.0,9.429999999999998
43616,2023-04-15,青茄子(1),6.57,12.0,3.094,5.01
43617,2023-04-15,高瓜(1),13.3,25.8,4.962,29.25
43620,2023-04-16,七彩椒(2),12.86,28.8,2.115,9.43
43621,2023-04-16,上海青,3.68,4.6,10.66,14.43
43622,2023-04-16,云南油麦菜(份),2.59,4.5,14.0,9.429999999999998
43623,2023-04-16,云南生菜(份),2.81,3.9,40.0,9.43
43624,2023-04-16,净藕(1),2.64,4.8,6.1530000000000005,5.54
43625,2023-04-16,双孢菇(盒),3.53,5.9,10.0,0.2
43627,2023-04-16,圆茄子(2),3.75,8.0,1.081,6.71
43629,2023-04-16,姜蒜小米椒组合装(小份),3.41,4.5,8.0,9.43
43630,2023-04-16,娃娃菜,4.12,4.8,22.0,2.48
43631,2023-04-16,小皱皮(份),2.01,3.5,10.0,9.43
43632,2023-04-16,小米椒(份),2.99,4.5,26.0,9.43
43633,2023-04-16,小青菜(1),2.0,3.2,7.564,10.33
43634,2023-04-16,木耳菜,8.17,12.0,4.498,7.61
43636,2023-04-16,枝江青梗散花,5.85,8.0,9.6,9.43
43638,2023-04-16,白玉菇(袋),4.16,6.8,4.0,6.57
43639,2023-04-16,竹叶菜,4.54,5.2,8.103,13.62
43640,2023-04-16,紫茄子(2),5.44,8.6,16.635,6.07
43641,2023-04-16,红椒(2),13.34,19.0,1.214,9.43
43643,2023-04-16,芜湖青椒(1),5.919999999999999,9.2,34.746,5.7
43644,2023-04-16,苋菜,2.08,3.0,12.84,18.52
43646,2023-04-16,菠菜(份),2.11,4.0,5.0,9.43
43649,2023-04-16,虫草花(份),3.7000000000000006,5.900000000000001,6.0,9.43
43650,2023-04-16,螺丝椒(份),3.82,7.5,27.0,9.43
43651,2023-04-16,蟹味菇与白玉菇双拼(盒),4.78,8.9,4.0,0.84
43652,2023-04-16,西兰花,7.8,12.0,13.872,9.260000000000002
43653,2023-04-16,西峡花菇(1),14.6,21.6,7.798,10.8
43655,2023-04-16,金针菇(盒),1.89,3.0,25.0,0.45
43656,2023-04-16,青红杭椒组合装(份),4.39,4.9,6.0,9.43
43657,2023-04-16,青线椒(份),2.85,4.6,2.0,9.43
43658,2023-04-16,青茄子(1),6.349999999999999,12.0,3.186,5.01
43660,2023-04-16,高瓜(1),12.94,19.6,6.229,29.25
43663,2023-04-17,七彩椒(2),13.82,28.8,3.552,9.43
43664,2023-04-17,上海青,3.68,5.2,6.163,14.429999999999998
43665,2023-04-17,云南油麦菜(份),2.56,4.5,6.0,9.43
43666,2023-04-17,云南生菜(份),2.82,3.9,17.0,9.43
43667,2023-04-17,净藕(1),2.64,4.8,1.407,5.54
43668,2023-04-17,双孢菇(盒),3.48,5.9,8.0,0.2
43670,2023-04-17,圆茄子(2),3.74,8.0,0.591,6.71
43671,2023-04-17,奶白菜,5.01,3.0,0.169,15.68
43673,2023-04-17,姜蒜小米椒组合装(小份),3.89,4.5,4.0,9.43
43674,2023-04-17,娃娃菜,4.08,4.8,7.0,2.48
43675,2023-04-17,小皱皮(份),2.25,3.5,13.0,9.43
43676,2023-04-17,小米椒(份),2.71,4.5,13.0,9.43
43677,2023-04-17,小青菜(1),2.0,3.2,4.116,10.33
43678,2023-04-17,木耳菜,8.17,12.0,1.187,7.61
43680,2023-04-17,枝江青梗散花,5.1,8.0,3.104,9.43
43682,2023-04-17,白玉菇(袋),4.09,6.8,2.0,6.57
43683,2023-04-17,竹叶菜,4.44,5.2,12.292,13.62
43684,2023-04-17,紫茄子(2),4.87,8.0,6.508,6.070000000000001
43685,2023-04-17,红椒(2),13.35,19.0,1.007,9.43
43687,2023-04-17,芜湖青椒(1),5.92,9.2,9.139,5.7
43688,2023-04-17,苋菜,1.79,2.6,6.369,18.52
43689,2023-04-17,菠菜(份),2.11,4.0,1.0,9.43
43691,2023-04-17,螺丝椒(份),3.75,7.5,12.0,9.43
43692,2023-04-17,蟹味菇与白玉菇双拼(盒),0.0,0.0,0.0,0.0
43693,2023-04-17,西兰花,7.8,12.0,10.416,9.26
43694,2023-04-17,西峡花菇(1),14.6,21.6,4.256,10.8
43697,2023-04-17,金针菇(盒),1.85,3.0,15.0,0.45
43699,2023-04-17,青线椒(份),2.72,4.6,6.0,9.43
43700,2023-04-17,青茄子(1),6.35,12.0,2.091,5.01
43701,2023-04-17,高瓜(1),12.820000000000002,19.6,3.128,29.25
43704,2023-04-18,七彩椒(2),14.660000000000002,28.8,2.549,9.43
43705,2023-04-18,上海青,3.6800000000000006,5.2,4.361,14.43
43706,2023-04-18,云南油麦菜(份),2.53,4.5,15.0,9.43
43707,2023-04-18,云南生菜,4.29,6.0,0.252,15.25
43708,2023-04-18,云南生菜(份),2.72,3.9,35.0,9.43
43710,2023-04-18,净藕(1),2.64,4.8,5.209,5.54
43711,2023-04-18,双孢菇(盒),3.51,5.9,13.0,0.2
43713,2023-04-18,圆茄子(2),3.75,8.0,2.198,6.71
43715,2023-04-18,姜蒜小米椒组合装(小份),3.56,4.5,5.0,9.43
43716,2023-04-18,娃娃菜,3.9100000000000006,4.8,15.0,2.48
43718,2023-04-18,小皱皮(份),2.42,3.5,6.0,9.43
43719,2023-04-18,小米椒(份),2.54,4.5,16.0,9.43
43720,2023-04-18,小青菜(1),2.0,3.2,8.041,10.33
43722,2023-04-18,枝江青梗散花,4.95,8.0,5.641,9.43
43725,2023-04-18,白玉菇(袋),4.09,6.8,2.0,6.57
43726,2023-04-18,竹叶菜,4.3,5.2,10.874,13.62
43727,2023-04-18,紫茄子(2),4.5,8.0,12.5,6.069999999999999
43728,2023-04-18,红椒(2),13.09,19.0,2.03,9.43
43730,2023-04-18,芜湖青椒(1),5.69,9.2,13.669,5.7
43731,2023-04-18,苋菜,1.67,2.6,0.43,18.52
43732,2023-04-18,菠菜(份),2.33,4.0,17.0,9.43
43735,2023-04-18,虫草花(份),3.68,5.9,1.0,9.43
43736,2023-04-18,螺丝椒(份),3.72,7.5,11.0,9.43
43737,2023-04-18,蟹味菇与白玉菇双拼(盒),5.07,8.9,1.0,0.84
43738,2023-04-18,西兰花,7.799999999999999,12.0,11.138,9.26
43739,2023-04-18,西峡花菇(1),14.81,21.6,4.757,10.8
43741,2023-04-18,金针菇(盒),1.82,3.0,21.0,0.45
43743,2023-04-18,青线椒(份),2.71,4.6,1.0,9.43
43744,2023-04-18,青茄子(1),6.349999999999999,12.0,1.4540000000000002,5.01
43746,2023-04-18,高瓜(1),12.81,19.6,0.888,29.25
43748,2023-04-19,七彩椒(2),14.330000000000002,28.8,1.941,9.43
43749,2023-04-19,上海青,3.68,5.200000000000001,6.997,14.43
43750,2023-04-19,云南油麦菜(份),2.53,4.5,9.0,9.43
43751,2023-04-19,云南生菜,4.31,6.0,7.554,15.25
43752,2023-04-19,云南生菜(份),2.8,3.9,26.0,9.43
