,分类名称,批发价格(元/千克)_否,批发价格(元/千克)_是,销售单价(元/千克)_否,销售单价(元/千克)_是,销量(千克)_否,销量(千克)_是,销量_zscore,销售单价_zscore,日期
6016,辣椒类,4.991208791208791,3.2949999999999995,7.905494505494505,3.6142857142857134,124.985,14.0,0.8930971262186693,-0.550940928473255,2023-04-15
6022,辣椒类,5.2628260869565215,3.04,8.577717391304347,3.1875,117.274,16.0,0.7422334684923717,-0.40290810368939084,2023-04-16
6028,辣椒类,5.7253932584269664,3.0,9.912359550561796,4.266666666666667,62.456,6.0,-0.3302660762152129,-0.10900134585489955,2023-04-17
6034,辣椒类,6.744260869565218,3.6646666666666663,10.172173913043478,4.08,64.228,14.258,-0.2955973689799648,-0.05178661126393515,2023-04-18
6040,辣椒类,5.500095238095238,4.913333333333333,8.673333333333334,5.5,68.93599999999999,7.715,-0.20348660506148353,-0.38185214398955236,2023-04-19
6046,辣椒类,5.17804347826087,3.57375,7.538043478260869,4.19375,55.03,15.354,-0.47555378497873085,-0.6318587530212798,2023-04-20
6052,辣椒类,4.402482269503546,4.12,7.113475177304965,5.94,97.443,28.09,0.3542452443489131,-0.7253545952945929,2023-04-21
6058,辣椒类,4.294426877470356,2.852727272727273,7.699209486166008,4.172727272727273,174.589,11.0,1.8635861520071881,-0.5963677575301131,2023-04-22
6064,辣椒类,4.201141304347826,3.47,7.9125,5.216666666666667,148.222,6.0,1.3477228316506469,-0.5493982211918644,2023-04-23
6070,辣椒类,4.063955223880598,6.92,7.457462686567164,10.9,70.562,2.833,-0.17167434887383462,-0.6496037635967064,2023-04-24
6076,辣椒类,4.348000000000001,7.430000000000001,8.14625,7.050000000000001,68.902,1.29,-0.20415180599037638,-0.49792322156946733,2023-04-25
6082,辣椒类,3.392,10.51,5.731111111111111,14.271428571428572,44.622,2.641,-0.6791835281528077,-1.0297703804725347,2023-04-26
6088,辣椒类,4.1095522388059695,5.30625,7.492537313432836,9.4625,60.639,6.059,-0.3658151964445843,-0.6418798431489366,2023-04-27
6094,辣椒类,4.1956,4.015,7.750666666666666,6.36,66.22,18.118,-0.2566244204401145,-0.5850361710195634,2023-04-28
6100,辣椒类,4.094976744186046,3.827083333333333,6.818604651162791,5.720833333333334,139.565,21.917,1.1783509363145608,-0.7902891844788685,2023-04-29
6106,辣椒类,5.010914634146341,3.410833333333333,8.21829268292683,5.141666666666667,94.994,22.507,0.30633121273541253,-0.482058421242387,2023-04-30
6112,辣椒类,5.122625698324023,4.199655172413793,8.587709497206705,7.175862068965517,112.583,26.274,0.6504553050383368,-0.4007077030581574,2023-05-01
6118,辣椒类,5.753703703703704,5.034090909090909,9.384444444444446,4.8500000000000005,83.825,19.818,0.08781270759405367,-0.22525559136526646,2023-05-02
6124,辣椒类,5.002267441860465,6.2,8.444186046511629,6.08,92.31,3.485,0.25381946881926903,-0.4323135621825816,2023-05-03
6130,辣椒类,5.831643835616438,5.8,8.481506849315068,8.766666666666667,74.257,2.285,-0.09938265968972479,-0.42409500256669036,2023-05-04
6136,辣椒类,6.246940298507463,3.83,9.224626865671642,3.5,65.977,1.0,-0.2613786506083793,-0.260449644015459,2023-05-05
6142,辣椒类,5.612625698324023,4.523333333333333,8.471508379888268,6.2,91.505,3.0,0.23806985859106636,-0.42629680453447233,2023-05-06
6148,辣椒类,5.145550847457627,3.835,7.96271186440678,5.8,128.833,6.0,0.9683822195827976,-0.5383408705977304,2023-05-07
6154,辣椒类,5.340205479452054,3.8225,8.553424657534245,5.025,81.984,4.0,0.051794033767816446,-0.4082577013862591,2023-05-08
6160,辣椒类,5.301703703703704,0.0,8.454814814814815,0.0,81.721,0.0,0.04664850893549704,-0.4299729596397235,2023-05-09
6166,辣椒类,4.581716417910448,2.9433333333333334,8.377611940298507,4.433333333333334,87.29,12.0,0.15560450814153415,-0.4469741058924504,2023-05-10
6172,辣椒类,4.58592,9.326666666666666,8.2232,16.033333333333335,74.273,1.469,-0.09906962395848118,-0.48097776180072527,2023-05-11
6178,辣椒类,5.069285714285714,4.623333333333333,9.13181818181818,8.433333333333334,80.974,7.907,0.03203365323305321,-0.2808874064381848,2023-05-12
6184,辣椒类,4.817358490566038,3.1133333333333333,8.951415094339623,5.15,123.703,12.0,0.8680151382527618,-0.3206146742877588,2023-05-13
6190,辣椒类,5.015786516853932,3.9466666666666654,8.934831460674157,8.00952380952381,92.731,18.135,0.26205622149762076,-0.32426662096869063,2023-05-14
6196,辣椒类,4.64448275862069,3.6625,8.483620689655172,7.3875,64.672,14.015,-0.2869106274379499,-0.4236295055369205,2023-05-15
6202,辣椒类,5.140909090909091,3.15,9.15702479338843,5.590909090909091,69.294,11.0,-0.19648243057490394,-0.27533656014487745,2023-05-16
6208,辣椒类,5.269016393442623,3.13,9.083606557377047,6.0,63.717,4.0,-0.30559494764656286,-0.2915042763842914,2023-05-17
6214,辣椒类,5.264150943396227,0.0,8.633962264150943,0.0,53.892,0.0,-0.49781845136344444,-0.3905222007651542,2023-05-18
6220,辣椒类,5.425966386554621,6.026666666666666,9.749579831932774,8.866666666666667,67.226,4.487,-0.23694229883816206,-0.1448477028814783,2023-05-19
6226,辣椒类,4.811156462585034,5.39,8.568027210884354,9.014285714285714,86.651,5.611,0.1431026436249856,-0.4050420161320008,2023-05-20
6232,辣椒类,4.616091370558376,0.0,8.431979695431473,0.0,117.485,0.0,0.7463616271981489,-0.4350015703846859,2023-05-21
6238,辣椒类,4.477297297297297,3.35,8.166891891891892,4.5,87.848,3.0,0.1665216292686607,-0.4933775900086516,2023-05-22
6244,辣椒类,4.534423076923077,6.066153846153847,8.603846153846153,8.930769230769231,59.319,10.042,-0.3916406442721959,-0.39715418693228643,2023-05-23
6250,辣椒类,6.105,4.132571428571429,9.203333333333331,6.011428571428572,48.047,14.909,-0.6121743169334367,-0.265138775861765,2023-05-24
6256,辣椒类,4.729461538461539,7.278499999999999,7.770769230769231,6.69,64.757,11.361,-0.2852476251157172,-0.5806093069357612,2023-05-25
6262,辣椒类,4.785034482758621,2.78,8.326896551724138,5.5,83.26,7.0,0.07675863333450784,-0.4581423395083451,2023-05-26
6268,辣椒类,4.157255813953488,8.78,6.933488372093024,25.8,127.286,0.372,0.938115577318165,-0.764990192001849,2023-05-27
6274,辣椒类,4.544254385964912,2.891428571428571,7.348245614035088,4.742857142857143,124.518,7.0,0.8839603958129916,-0.6736548813179808,2023-05-28
6280,辣椒类,5.005078125,2.46,7.7953125,3.5,59.995,2.0,-0.37841488462714645,-0.5752045378474779,2023-05-29
6286,辣椒类,4.439739130434782,2.7,7.239130434782608,5.8,58.897,1.0,-0.3998969616837506,-0.6976835607225548,2023-05-30
6292,辣椒类,4.584033613445378,0.0,7.560504201680673,0.0,61.96,0.0,-0.33997018388377004,-0.6269125894723894,2023-05-31
6298,辣椒类,4.264036697247706,0.0,7.444036697247706,0.0,67.854,0.0,-0.22465564638684382,-0.6525603530946716,2023-06-01
6304,辣椒类,4.872203389830508,0.0,8.07542372881356,0.0,72.847,0.0,-0.12696893350558283,-0.5135201511206023,2023-06-02
6310,辣椒类,4.61225,2.806666666666666,7.36,4.3,120.664,3.0,0.8085579140496468,-0.67106640211753,2023-06-03
6316,辣椒类,4.211116751269035,12.26,6.768527918781726,9.0,123.177,0.521,0.8577240885881227,-0.8013167771223174,2023-06-04
6322,辣椒类,4.246515151515151,6.586,6.1893939393939394,7.6,71.575,3.321,-0.1518552741394629,-0.9288501305781618,2023-06-05
6328,辣椒类,4.350791366906475,5.252222222222223,6.496402877697841,6.044444444444444,77.188,7.557,-0.042038426672505486,-0.8612424942861153,2023-06-06
6334,辣椒类,4.81095652173913,4.324285714285714,8.307826086956522,5.314285714285715,59.815,6.306,-0.3819365366036389,-0.4623419209702144,2023-06-07
6340,辣椒类,4.826148148148148,7.418333333333334,8.305185185185186,10.65,72.495,3.868,-0.1338557195929457,-0.4629234842544169,2023-06-08
6346,辣椒类,4.57948275862069,7.156428571428571,7.318103448275862,8.385714285714286,65.691,8.605,-0.2669741643043618,-0.6802926052584061,2023-06-09
6352,辣椒类,4.293972602739726,6.824,6.63607305936073,6.34,139.832,7.136,1.1835747200796913,-0.8304851785712176,2023-06-10
6358,辣椒类,4.796051282051282,4.825714285714286,7.471794871794872,5.371428571428572,114.157,5.533,0.6812501950994433,-0.6464476171616929,2023-06-11
6364,辣椒类,4.826372549019608,5.095,7.706862745098039,6.2,60.416,6.704,-0.37017813194879456,-0.5946824035166951,2023-06-12
6370,辣椒类,4.172396694214876,5.6863636363636365,6.649586776859504,6.618181818181818,76.066,8.825,-0.06399005732597533,-0.8275092701085585,2023-06-13
6376,辣椒类,4.771382113821138,4.045555555555556,7.3341463414634145,4.9,73.882,8.245,-0.1067194346407508,-0.676759737148154,2023-06-14
6382,辣椒类,4.600888888888889,7.878461538461538,6.948888888888889,9.876923076923076,55.108,8.516,-0.4740277357889175,-0.7615987841034453,2023-06-15
6388,辣椒类,4.468709677419355,6.028333333333333,7.062903225806451,6.558333333333334,76.974,9.185,-0.04622527957789097,-0.7364912420723035,2023-06-16
6394,辣椒类,4.045510204081633,2.4044444444444446,6.1840816326530605,2.655555555555556,160.193,9.0,1.5819322528206003,-0.930019974374871,2023-06-17
6400,辣椒类,4.263225806451613,4.159090909090909,6.753456221198157,4.79090909090909,140.452,9.425,1.1957048546653877,-0.8046357744588869,2023-06-18
6406,辣椒类,4.38766129032258,3.978571428571428,6.887903225806451,4.071428571428571,70.719,6.33,-0.16860268576100512,-0.7750286749446863,2023-06-19
6412,辣椒类,4.734313725490196,4.84375,7.5284313725490195,6.1,60.074,6.592,-0.3768692707041303,-0.6339754723277522,2023-06-20
6418,辣椒类,3.4266379310344828,1.8275,5.693965517241379,2.7875,83.365,8.0,0.07881293032079494,-1.0379503566454464,2023-06-21
6424,辣椒类,4.338705882352942,2.81125,7.017647058823529,3.1500000000000004,106.924,7.364,0.5397384798440537,-0.7464572791989648,2023-06-22
6430,辣椒类,4.296742424242424,1.556,7.190151515151515,2.6,83.349,5.0,0.07849989458955133,-0.7084693997365267,2023-06-23
6436,辣椒类,4.392258064516129,8.226666666666667,7.408387096774193,9.11111111111111,88.94,5.247,0.18788631792604846,-0.6604108907242445,2023-06-24
6442,辣椒类,3.945865384615385,6.388,6.702884615384615,6.18,66.153,3.505,-0.2579352575646977,-0.815772345111961,2023-06-25
6448,辣椒类,4.462616822429907,4.74375,7.729906542056075,7.075,65.8,6.385,-0.2648416083852637,-0.5896078390687229,2023-06-26
6454,辣椒类,4.3486,9.8025,7.497000000000001,10.775,63.828,3.2920000000000003,-0.30342326226105903,-0.6408970975260074,2023-06-27
6460,辣椒类,4.774375,3.748,8.086458333333333,4.590000000000001,60.114,8.42,-0.37608668137602086,-0.511090177800865,2023-06-28
6466,辣椒类,4.605769230769231,5.1575,7.404615384615385,5.025,85.903,3.21,0.12846822318933923,-0.6612414741764391,2023-06-29
6472,辣椒类,4.650703125,5.305,7.21484375,5.175,79.026,3.26,-0.006078447045876752,-0.7030318263482833,2023-06-30
5,食用菌,7.28563025210084,10.8,11.831932773109244,16.0,35.17,0.195,-0.6119420461138214,-0.13247884794125145,2020-07-01
11,食用菌,7.8719375,0.0,13.638750000000002,0.0,48.51,0.0,-0.3314571668240458,0.5529035133149438,2020-07-02
17,食用菌,8.120671140939598,0.0,14.323489932885908,0.0,42.442,0.0,-0.4590420429507593,0.8126468149965178,2020-07-03
23,食用菌,8.437738095238094,12.0,14.025000000000002,17.8,46.824,0.438,-0.3669067550161419,0.6994202351478221,2020-07-04
29,食用菌,7.70792270531401,0.0,12.87632850241546,0.0,73.213,0.0,0.18794448033452446,0.2636931612605729,2020-07-05
35,食用菌,8.60875,1.64,14.306617647058824,3.4,39.578,1.0,-0.5192600860006781,0.8062466285649018,2020-07-06
41,食用菌,8.415375722543352,3.885,14.120809248554911,6.2,51.119,1.441,-0.2766007162942838,0.735763683742092,2020-07-07
47,食用菌,8.561960784313726,0.0,14.369934640522876,0.0,43.968,0.0,-0.42695659124189883,0.8302647471892818,2020-07-08
53,食用菌,8.095714285714285,0.0,13.669172932330827,0.0,37.837,0.0,-0.5558660961088865,0.5644438843535355,2020-07-09
59,食用菌,7.503684210526315,10.765238095238097,12.90877192982456,15.023809523809524,37.03,4.399,-0.5728339594962065,0.27599996936155513,2020-07-10
65,食用菌,8.55845238095238,8.926875,14.448809523809524,13.56875,48.557,3.681,-0.33046895173209523,0.8601844606756522,2020-07-11
71,食用菌,8.382748538011697,7.790714285714285,14.141520467836258,11.707142857142856,50.774,5.186,-0.28385463558626073,0.7436200978631662,2020-07-12
77,食用菌,8.134525547445255,9.48375,13.953284671532847,14.475,39.8,2.313,-0.5145923466301887,0.6722163650321571,2020-07-13
83,食用菌,8.114202898550724,7.56,14.394202898550724,12.05,40.848,3.988,-0.4925572526649949,0.8394704575085947,2020-07-14
89,食用菌,7.666141732283465,6.546666666666667,13.676377952755908,11.008333333333333,37.779,4.417,-0.5570855955840593,0.5671769742523622,2020-07-15
95,食用菌,8.11828025477707,11.084615384615384,14.194267515923569,16.415384615384617,49.664,3.595,-0.3071933324387083,0.7636287051696098,2020-07-16
101,食用菌,8.510723684210527,8.283529411764706,14.900657894736844,12.011764705882351,45.986,5.922,-0.3845264198470888,1.031584699054415,2020-07-17
107,食用菌,8.755380434782609,8.441136363636362,15.142391304347829,12.447727272727274,56.689,15.003,-0.1594867149716413,1.1232817520866116,2020-07-18
113,食用菌,9.260573770491805,10.54046511627907,15.857377049180329,16.01860465116279,69.867,9.954,0.11759197612885831,1.394498237497865,2020-07-19
119,食用菌,8.320179640718562,8.332857142857142,14.478443113772457,13.264285714285716,48.867,3.75,-0.3239509372958262,0.8714254094329558,2020-07-20
125,食用菌,8.440839160839161,8.218666666666667,14.665034965034964,13.173333333333334,42.027,3.878,-0.46776777195415187,0.9422055424237923,2020-07-21
131,食用菌,8.005392670157068,7.659999999999999,13.52303664921466,10.066666666666666,62.714,3.964,-0.03280595052479738,0.5090098153748372,2020-07-22
137,食用菌,7.578441558441558,8.698,12.91103896103896,13.3,52.727,4.032,-0.24279114463776516,0.27685992530155945,2020-07-23
143,食用菌,8.074736842105263,7.965714285714285,13.854887218045112,12.214285714285714,44.264,4.937,-0.4207329387479128,0.6348911292477533,2020-07-24
149,食用菌,8.369065934065935,8.164615384615384,14.286813186813188,11.846153846153848,58.697,8.316,-0.11726680210703334,0.7987341765445519,2020-07-25
155,食用菌,8.69875,8.57969696969697,14.786363636363635,12.487878787878788,61.676,9.619,-0.05463078595978885,0.9882293073103051,2020-07-26
161,食用菌,8.683591549295775,7.483,14.9056338028169,11.013333333333332,40.979,11.798,-0.48980286591934563,1.03347221682796,2020-07-27
167,食用菌,8.255934959349593,9.088666666666668,14.204065040650407,13.033333333333331,42.392,5.336,-0.4600933356017704,0.7673452131438571,2020-07-28
173,食用菌,8.095870967741934,9.442105263157895,13.912258064516127,14.236842105263158,49.942,4.373,-0.3013481452990863,0.656653688092311,2020-07-29
179,食用菌,8.05457142857143,10.522666666666668,13.844285714285714,15.173333333333336,47.711,3.063,-0.348256823387204,0.6308696468469094,2020-07-30
185,食用菌,8.286141732283465,0.0,13.931496062992126,0.0,45.587,0.0,-0.39291573520215767,0.6639512634226133,2020-07-31
191,食用菌,8.66,8.147142857142857,14.454761904761906,12.271428571428572,52.215,1.582,-0.25355638138411923,0.8624423851914926,2020-08-01
197,食用菌,7.84042944785276,0.0,13.338650306748464,0.0,54.961,0.0,-0.1958193889905868,0.43906630094402455,2020-08-02
203,食用菌,8.932535211267606,5.47,14.86338028169014,8.0,46.67,1.905,-0.37014473638125617,1.0174441329408683,2020-08-03
209,食用菌,8.525714285714285,0.0,14.119285714285716,0.0,45.301,0.0,-0.39892912916594153,0.7351857594787328,2020-08-04
215,食用菌,8.53899441340782,0.0,14.08659217877095,0.0,62.84,0.0,-0.030156693044249172,0.7227840775402204,2020-08-05
221,食用菌,8.499870967741936,0.0,14.074193548387097,0.0,48.611,0.0,-0.3293335556690033,0.7180808887271211,2020-08-06
227,食用菌,8.570279329608939,0.0,14.113966480446928,0.0,68.177,0.0,0.08205828452468139,0.7331680074923981,2020-08-07
233,食用菌,7.568018018018018,0.0,12.246396396396396,0.0,92.144,0.0,0.5859849038603675,0.024740184817351393,2020-08-08
239,食用菌,9.4625,0.0,15.017672413793104,0.0,73.073,0.0,0.18500086091169324,1.0759719708705293,2020-08-09
245,食用菌,8.585121951219513,0.0,14.926829268292684,0.0,36.094,0.0,-0.5925141579231353,1.0415123206965262,2020-08-10
251,食用菌,8.081526717557251,0.0,14.12671755725191,0.0,40.017,0.0,-0.5100297365248002,0.7380048902711817,2020-08-11
257,食用菌,8.995934959349594,0.0,14.840650406504066,0.0,34.195,0.0,-0.6324422528085389,1.0088219794135307,2020-08-12
263,食用菌,8.983359375,13.0,14.825,17.7,35.387,0.263,-0.607379436008433,1.0028852900767598,2020-08-13
269,食用菌,8.239556962025317,0.0,13.643037974683544,0.0,53.795,0.0,-0.22033553361216682,0.5545300764060378,2020-08-14
275,食用菌,8.71843373493976,0.0,14.260843373493977,0.0,58.015,0.0,-0.13160643386682552,0.7888830130127911,2020-08-15
281,食用菌,8.986193181818182,0.0,14.710795454545456,0.0,55.093,0.0,-0.19304397639191725,0.9595639292523881,2020-08-16
287,食用菌,8.135285714285715,0.0,13.685714285714283,0.0,47.418,0.0,-0.3544173983221294,0.5707185377449224,2020-08-17
293,食用菌,8.165259259259258,0.0,13.609629629629628,0.0,45.716,0.0,-0.39020340016254895,0.5418572448224483,2020-08-18
299,食用菌,8.393181818181818,0.0,14.05714285714286,0.0,50.126,0.0,-0.29747938834336535,0.7116130275333603,2020-08-19
305,食用菌,8.2888,0.0,13.806666666666668,0.0,54.411,0.0,-0.20738360815170942,0.6165995639067993,2020-08-20
311,食用菌,8.504076433121018,0.0,14.08089171974522,0.0,50.0,0.0,-0.30012864582391335,0.7206217149010161,2020-08-21
317,食用菌,8.436181818181819,0.0,14.22121212121212,0.0,49.895,0.0,-0.30233636039103673,0.7738496378245211,2020-08-22
323,食用菌,9.50804469273743,0.0,14.8072625698324,0.0,55.226,0.0,-0.19024753794022767,0.9961569273016236,2020-08-23
329,食用菌,8.816936936936937,0.0,14.332432432432434,0.0,39.576,0.0,-0.5193021377067186,0.8160389851416285,2020-08-24
335,食用菌,8.718853503184713,0.0,14.1,0.0,54.488,0.0,-0.20576461746915228,0.7278700840474093,2020-08-25
341,食用菌,8.842167832167833,0.0,16.455944055944055,0.0,42.811,0.0,-0.451283503186297,1.6215534494806207,2020-08-26
347,食用菌,8.95195652173913,2.99,15.304347826086955,3.5,49.458,1.0,-0.3115246581608743,1.1847169330436915,2020-08-27
353,食用菌,8.880533333333332,0.0,15.73,0.0,55.659,0.0,-0.18114334358247108,1.346180133465122,2020-08-28
359,食用菌,8.873023255813955,0.0,15.344186046511629,0.0,62.431,0.0,-0.03875626692952053,1.1998288177304974,2020-08-29
365,食用菌,8.691774193548387,0.0,14.329032258064515,0.0,73.19500000000001,0.0,0.18756601498016073,0.8147491925149681,2020-08-30
371,食用菌,9.360810810810811,0.0,15.651351351351352,0.0,44.776,0.0,-0.4099677020015586,1.3163462378623108,2020-08-31
377,食用菌,8.895714285714284,0.0,15.019548872180453,0.0,47.282,0.0,-0.3572769143328797,1.0766837703050152,2020-09-01
383,食用菌,8.213111111111111,0.0,14.131111111111112,0.0,51.011,0.0,-0.2788715084204678,0.7396715028502018,2020-09-02
389,食用菌,8.771937984496123,0.0,14.068217054263563,0.0,48.163,0.0,-0.33875313782206323,0.7158138173302703,2020-09-03
395,食用菌,8.472377622377621,0.0,14.26923076923077,0.0,54.43,0.0,-0.20698411694432522,0.792064614897762,2020-09-04
401,食用菌,9.221704545454545,0.0,14.942045454545456,0.0,62.594,0.0,-0.03532905288722409,1.0472842966927842,2020-09-05
407,食用菌,8.67155,0.0,14.026000000000002,0.0,78.472,0.0,0.29851944136787756,0.6997995664664831,2020-09-06
413,食用菌,8.86928,0.0,14.3192,0.0,41.804,0.0,-0.47245653717766156,0.8110195090979387,2020-09-07
419,食用菌,9.878771929824564,0.0,16.180701754385964,0.0,32.389,0.0,-0.6704149433630617,1.517145424279254,2020-09-08
425,食用菌,9.122346938775513,0.0,15.173469387755102,0.0,33.45,0.0,-0.648106513308605,1.1350706424469543,2020-09-09
431,食用菌,8.986728971962616,0.0,14.458878504672898,0.0,35.789,0.0,-0.5989270430943033,0.8640039404641296,2020-09-10
437,食用菌,8.843877551020407,0.0,14.629931972789114,0.0,48.467,0.0,-0.3323612785039154,0.928889878086221,2020-09-11
443,食用菌,8.997268292682927,0.0,14.323414634146342,0.0,73.173,0.0,0.18710344621371572,0.812618251826345,2020-09-12
449,食用菌,9.972938596491227,0.0,15.618859649122806,0.0,74.834,0.0,0.22202738808030625,1.3040211176104102,2020-09-13
455,食用菌,10.023675213675212,0.0,15.735042735042734,0.0,31.147,0.0,-0.6965290528141789,1.348093000798541,2020-09-14
461,食用菌,9.14474074074074,0.0,14.86740740740741,0.0,41.578,0.0,-0.47720837996023197,1.018971747849614,2020-09-15
467,食用菌,8.638728813559322,0.0,14.68135593220339,0.0,35.413,0.0,-0.6068327638299073,0.9483965964216169,2020-09-16
473,食用菌,7.664537037037037,0.0,13.660185185185185,0.0,39.259,0.0,-0.5259673331141294,0.5610345503769858,2020-09-17
479,食用菌,9.487394957983192,14.74,16.054621848739497,12.0,37.966,0.575,-0.5531537610692777,1.4693193674137033,2020-09-18
485,食用菌,7.895316455696203,13.13,12.759493670886076,14.0,58.413,2.107,-0.12323814436477681,0.21937405055097603,2020-09-19
491,食用菌,8.225705882352942,0.0,15.177647058823528,0.0,50.42,0.0,-0.2912977875554197,1.1366553639222732,2020-09-20
497,食用菌,7.356946107784432,0.0,13.941916167664672,0.0,63.529,0.0,-0.01566988031331548,0.6679039354686377,2020-09-21
503,食用菌,9.855855263157894,24.842,17.77763157894737,36.0,47.636,1.4220000000000002,-0.34983376236372066,2.1229109204394883,2020-09-22
509,食用菌,8.330754716981133,14.679999999999998,14.834591194968551,16.0,54.49,1.775,-0.2057225657631118,1.0065235307117169,2020-09-23
515,食用菌,9.953111111111111,10.0,16.261111111111113,16.0,61.336,-0.325,-0.06177957598666476,1.5476472115985012,2020-09-24
521,食用菌,9.537321428571428,14.13,16.117261904761904,14.0,63.438,1.071,-0.0175832329381558,1.4930807024656925,2020-09-25
527,食用菌,9.538489795918366,14.62,15.660000000000002,16.0,93.976,0.519,0.6245042665934161,1.3196269411588404,2020-09-26
533,食用菌,8.318609625668449,14.65,14.879144385026738,16.0,72.203,0.319,0.16670836878409936,1.0234239510470506,2020-09-27
539,食用菌,8.337753623188405,0.0,14.607246376811592,0.0,46.913,0.0,-0.36503545409734206,0.9202845210494528,2020-09-28
545,食用菌,8.72525925925926,0.0,15.838518518518518,0.0,45.485,0.0,-0.3950603722102205,1.387344606193908,2020-09-29
551,食用菌,9.473543307086617,0.0,15.753937007874017,0.0,110.358,0.0,0.9689497907707104,1.3552601902267754,2020-09-30
557,食用菌,9.500211267605634,0.0,15.438028169014087,0.0,103.929,0.0,0.8337745817036962,1.2354260738053182,2020-10-01
563,食用菌,8.447961165048543,0.0,14.379126213592231,0.0,89.316,0.0,0.5265237915191766,0.8337513987222508,2020-10-02
569,食用菌,9.110526315789476,0.0,15.64795321637427,0.0,60.052,0.0,-0.08877677126463115,1.315057218840466,2020-10-03
575,食用菌,6.382542372881356,0.0,10.500677966101696,0.0,122.501,0.0,1.2242667239952791,-0.6374654893574505,2020-10-04
581,食用菌,7.544702194357366,0.0,13.275548589341694,0.0,126.518,0.0,1.308727575577515,0.41512984327032976,2020-10-05
587,食用菌,7.138562500000001,0.0,12.403125,0.0,124.059,0.0,1.2570250030007863,0.08419225269423071,2020-10-06
593,食用菌,8.47887445887446,0.0,15.895670995670995,0.0,80.421,0.0,0.33949882890429256,1.40902433071691,2020-10-07
605,食用菌,7.93943661971831,0.0,13.959859154929577,0.0,57.258,0.0,-0.14752300460313433,0.6747102724885544,2020-10-09
611,食用菌,8.675675675675675,0.0,14.851891891891892,0.0,75.63,0.0,0.23876396708440364,1.0130862268894052,2020-10-10
617,食用菌,5.56352490421456,0.0,9.806513409961688,0.0,163.664,0.0,2.0897539118667208,-0.9007838458058876,2020-10-11
623,食用菌,6.038934911242603,0.0,10.472189349112426,0.0,102.385,0.0,0.801310664640472,-0.6482721140068233,2020-10-12
629,食用菌,7.161739130434783,0.0,13.546376811594204,0.0,48.021,0.0,-0.3417388089509348,0.5178634699480356,2020-10-13
635,食用菌,7.076190476190476,2.77,12.808333333333334,4.9,72.831,1.0,0.17991260448079946,0.23790046411006066,2020-10-14
641,食用菌,7.243293413173652,0.0,12.674850299401196,0.0,72.91,0.0,0.18157364686939695,0.18726616882968894,2020-10-15
647,食用菌,7.889786096256685,0.0,13.758823529411766,0.0,69.80499999999999,0.0,0.11628837324160424,0.5984511635630094,2020-10-16
653,食用菌,7.613193548387097,0.0,13.336774193548388,0.0,115.557,0.0,1.07826320062285,0.43835463244988204,2020-10-17
659,食用菌,7.985637583892617,0.0,14.034228187919462,0.0,113.125,0.0,1.0271283260776676,0.702920775840164,2020-10-18
665,食用菌,6.706857142857143,0.0,12.628571428571428,0.0,58.338,0.0,-0.12481508334129346,0.1697111437316828,2020-10-19
671,食用菌,7.933603603603603,17.9,14.390090090090087,16.0,44.806,0.613,-0.40933692641095204,0.8379103404518207,2020-10-20
677,食用菌,6.585669291338583,0.0,12.460629921259844,0.0,56.114,0.0,-0.17157658045826962,0.10600567030523468,2020-10-21
683,食用菌,8.132612612612613,0.0,11.748648648648649,0.0,94.688,0.0,0.639474673943815,-0.16407112469643043,2020-10-22
689,食用菌,7.08067924528302,0.0,11.650943396226417,0.0,114.306,0.0,1.0519598584945509,-0.20113378693787845,2020-10-23
695,食用菌,6.095668016194331,0.0,10.974898785425102,0.0,115.39,0.0,1.0747518831684728,-0.45757868062692075,2020-10-24
701,食用菌,6.702114537444934,0.0,11.237444933920706,0.0,104.16,0.0,0.8386315537513677,-0.35798670390867116,2020-10-25
707,食用菌,6.952105263157895,0.0,11.58872180451128,0.0,62.363,0.0,-0.040186024934895655,-0.22473638537237833,2020-10-26
713,食用菌,6.915655737704918,0.0,11.6,0.0,56.508,0.0,-0.16329239436830162,-0.22045821260552392,2020-10-27
719,食用菌,6.025290322580645,0.0,9.946451612903228,0.0,75.211,0.0,0.22995413466893025,-0.8477009027529984,2020-10-28
725,食用菌,6.2923125,0.0,10.3925,0.0,81.051,0.0,0.35274511630703304,-0.6785007798888905,2020-10-29
731,食用菌,7.973473053892215,0.0,13.052095808383232,0.0,74.23,0.0,0.20932777285609153,0.33036720521084995,2020-10-30
737,食用菌,8.012445141065832,0.0,13.567398119122258,0.0,135.284,0.0,1.4930402031527903,0.5258375102526343,2020-10-31
743,食用菌,6.956007604562738,0.0,11.859695817490492,0.0,127.967,0.0,1.3391940366038182,-0.12194745570606423,2020-11-01
749,食用菌,6.299139072847683,0.0,11.356291390728476,0.0,78.321,0.0,0.29534453756182394,-0.31290452072957164,2020-11-02
755,食用菌,6.156736111111112,0.0,10.8,0.0,64.341,0.0,0.0014031123391054499,-0.5239232675344622,2020-11-03
761,食用菌,3.949377431906615,0.0,6.2443579766536965,0.0,195.34,0.0,2.7557688321353067,-2.252020963598671,2020-11-04
767,食用菌,5.022038834951456,0.0,8.228640776699029,0.0,129.089,0.0,1.3627850436925084,-1.49932035246079,2020-11-05
773,食用菌,5.874150943396226,0.0,9.60062893081761,0.0,80.153,0.0,0.3338639002948728,-0.9788822767714797,2020-11-06
779,食用菌,7.251776061776062,0.0,12.17915057915058,0.0,122.896,0.0,1.2325719359382672,-0.0007682597129521374,2020-11-07
